User ID,Age,Gender,Fitness Level,Goals,Available Equipment,Workout Plan
2451,56,Female,Advanced,Flexibility,None,Advanced Yoga
2452,48,Other,Beginner,Weight Loss,Treadmill,Light Cardio
2453,34,Female,Beginner,Flexibility,Treadmill,Basic Yoga
2454,50,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
2455,33,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2456,59,Male,Advanced,Endurance,Treadmill,Running
2457,42,Other,Intermediate,Endurance,Dumbbells,Jogging
2458,21,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2459,64,Other,Advanced,Endurance,Dumbbells,Running
2460,22,Female,Advanced,Endurance,Resistance Bands,Running
2461,53,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2462,64,Female,Intermediate,Muscle Gain,None,Strength Training
2463,63,Female,Beginner,Flexibility,Treadmill,Basic Yoga
2464,48,Female,Intermediate,Muscle Gain,None,Strength Training
2465,33,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2466,57,Female,Beginner,Endurance,Treadmill,Walking
2467,53,Male,Advanced,Endurance,Resistance Bands,Running
2468,30,Male,Beginner,Endurance,Resistance Bands,Walking
2469,55,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2470,32,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2471,52,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2472,24,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2473,54,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2474,53,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2475,52,Other,Beginner,Weight Loss,Treadmill,Light Cardio
2476,53,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
2477,23,Other,Advanced,Weight Loss,Treadmill,HIIT
2478,40,Other,Intermediate,Weight Loss,None,Moderate Cardio
2479,34,Female,Beginner,Weight Loss,None,Light Cardio
2480,40,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
2481,19,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
2482,34,Male,Intermediate,Muscle Gain,None,Strength Training
2483,32,Male,Beginner,Endurance,Resistance Bands,Walking
2484,59,Male,Advanced,Weight Loss,Resistance Bands,HIIT
2485,58,Other,Advanced,Endurance,None,Running
2486,18,Other,Intermediate,Endurance,Treadmill,Jogging
2487,38,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2488,61,Female,Beginner,Flexibility,Dumbbells,Basic Yoga
2489,32,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
2490,26,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
2491,55,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
2492,57,Male,Beginner,Endurance,Treadmill,Walking
2493,32,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2494,33,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2495,49,Female,Beginner,Weight Loss,Treadmill,Light Cardio
2496,31,Other,Advanced,Weight Loss,Resistance Bands,HIIT
2497,35,Male,Advanced,Endurance,Dumbbells,Running
2498,61,Female,Advanced,Weight Loss,None,HIIT
2499,47,Female,Intermediate,Endurance,Treadmill,Jogging
2500,53,Female,Beginner,Endurance,Dumbbells,Walking
2501,29,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2502,46,Male,Advanced,Flexibility,None,Advanced Yoga
2503,34,Female,Beginner,Weight Loss,Treadmill,Light Cardio
2504,44,Male,Intermediate,Endurance,Resistance Bands,Jogging
2505,20,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
2506,32,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2507,60,Other,Beginner,Flexibility,Treadmill,Basic Yoga
2508,42,Male,Advanced,Weight Loss,Resistance Bands,HIIT
2509,31,Female,Beginner,Flexibility,Treadmill,Basic Yoga
2510,35,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2511,39,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
2512,25,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
2513,30,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2514,38,Other,Beginner,Endurance,None,Walking
2515,31,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2516,44,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2517,30,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2518,35,Female,Intermediate,Endurance,Treadmill,Jogging
2519,34,Female,Advanced,Weight Loss,Resistance Bands,HIIT
2520,32,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
2521,52,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
2522,56,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2523,19,Female,Intermediate,Weight Loss,None,Moderate Cardio
2524,45,Female,Beginner,Endurance,Resistance Bands,Walking
2525,26,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
2526,49,Other,Intermediate,Endurance,Dumbbells,Jogging
2527,23,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
2528,35,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2529,33,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
2530,63,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2531,49,Female,Beginner,Flexibility,Treadmill,Basic Yoga
2532,33,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2533,32,Male,Beginner,Weight Loss,None,Light Cardio
2534,64,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2535,58,Male,Intermediate,Flexibility,None,Intermediate Yoga
2536,30,Female,Intermediate,Flexibility,None,Intermediate Yoga
2537,26,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
2538,24,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
2539,36,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2540,35,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
2541,33,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2542,40,Male,Advanced,Weight Loss,Dumbbells,HIIT
2543,56,Other,Intermediate,Muscle Gain,None,Strength Training
2544,33,Female,Advanced,Endurance,None,Running
2545,28,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
2546,22,Female,Advanced,Weight Loss,Resistance Bands,HIIT
2547,63,Male,Beginner,Flexibility,Treadmill,Basic Yoga
2548,63,Other,Advanced,Endurance,None,Running
2549,31,Female,Advanced,Weight Loss,Dumbbells,HIIT
2550,44,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2551,29,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2552,29,Male,Intermediate,Weight Loss,None,Moderate Cardio
2553,36,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2554,23,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
2555,29,Female,Beginner,Endurance,None,Walking
2556,30,Other,Advanced,Muscle Gain,None,Advanced Strength Training
2557,20,Male,Advanced,Weight Loss,Resistance Bands,HIIT
2558,49,Female,Intermediate,Flexibility,None,Intermediate Yoga
2559,31,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2560,56,Male,Advanced,Weight Loss,Treadmill,HIIT
2561,29,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
2562,59,Female,Advanced,Endurance,Resistance Bands,Running
2563,19,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
2564,64,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2565,58,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2566,63,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2567,24,Male,Intermediate,Endurance,Dumbbells,Jogging
2568,49,Male,Intermediate,Muscle Gain,None,Strength Training
2569,57,Other,Advanced,Muscle Gain,None,Advanced Strength Training
2570,20,Female,Advanced,Flexibility,None,Advanced Yoga
2571,36,Other,Advanced,Muscle Gain,None,Advanced Strength Training
2572,48,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2573,38,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2574,58,Female,Intermediate,Endurance,Dumbbells,Jogging
2575,64,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
2576,41,Male,Beginner,Flexibility,Treadmill,Basic Yoga
2577,32,Female,Beginner,Weight Loss,None,Light Cardio
2578,38,Female,Beginner,Weight Loss,Treadmill,Light Cardio
2579,19,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
2580,41,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2581,21,Other,Intermediate,Endurance,None,Jogging
2582,44,Female,Advanced,Weight Loss,Resistance Bands,HIIT
2583,36,Female,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2584,31,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
2585,21,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2586,26,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
2587,37,Female,Advanced,Weight Loss,Treadmill,HIIT
2588,43,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2589,45,Female,Beginner,Endurance,Treadmill,Walking
2590,59,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2591,40,Other,Intermediate,Endurance,None,Jogging
2592,60,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2593,23,Other,Intermediate,Endurance,Dumbbells,Jogging
2594,21,Male,Beginner,Endurance,Dumbbells,Walking
2595,21,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
2596,32,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2597,64,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
2598,26,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2599,55,Male,Intermediate,Flexibility,None,Intermediate Yoga
2600,45,Male,Beginner,Endurance,Resistance Bands,Walking
2601,44,Female,Intermediate,Endurance,Dumbbells,Jogging
2602,29,Female,Advanced,Endurance,Dumbbells,Running
2603,35,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
2604,51,Other,Intermediate,Weight Loss,None,Moderate Cardio
2605,51,Female,Beginner,Endurance,None,Walking
2606,61,Male,Beginner,Endurance,Treadmill,Walking
2607,55,Other,Intermediate,Flexibility,None,Intermediate Yoga
2608,25,Male,Advanced,Endurance,Treadmill,Running
2609,58,Other,Intermediate,Flexibility,None,Intermediate Yoga
2610,54,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2611,62,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2612,18,Other,Beginner,Endurance,Treadmill,Walking
2613,61,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2614,25,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
2615,49,Female,Intermediate,Endurance,None,Jogging
2616,58,Female,Advanced,Weight Loss,Dumbbells,HIIT
2617,43,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2618,44,Male,Advanced,Endurance,None,Running
2619,20,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
2620,64,Female,Beginner,Endurance,Resistance Bands,Walking
2621,55,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2622,30,Female,Intermediate,Endurance,Dumbbells,Jogging
2623,27,Other,Advanced,Flexibility,Treadmill,Advanced Yoga
2624,55,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
2625,40,Other,Advanced,Weight Loss,None,HIIT
2626,51,Male,Beginner,Flexibility,None,Basic Yoga
2627,32,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2628,22,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2629,34,Other,Beginner,Endurance,Treadmill,Walking
2630,19,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
2631,46,Male,Intermediate,Endurance,Resistance Bands,Jogging
2632,18,Male,Beginner,Flexibility,None,Basic Yoga
2633,32,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2634,34,Male,Advanced,Endurance,None,Running
2635,35,Male,Advanced,Endurance,None,Running
2636,64,Other,Advanced,Weight Loss,None,HIIT
2637,45,Other,Beginner,Weight Loss,Treadmill,Light Cardio
2638,27,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
2639,21,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
2640,52,Male,Advanced,Endurance,Dumbbells,Running
2641,26,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2642,63,Male,Advanced,Muscle Gain,None,Advanced Strength Training
2643,50,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
2644,29,Female,Advanced,Weight Loss,Dumbbells,HIIT
2645,50,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
2646,24,Male,Beginner,Endurance,Dumbbells,Walking
2647,36,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2648,60,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2649,39,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2650,60,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
2651,22,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2652,44,Male,Beginner,Muscle Gain,None,Bodyweight Training
2653,21,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
2654,39,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
2655,18,Other,Advanced,Weight Loss,Resistance Bands,HIIT
2656,44,Other,Beginner,Flexibility,Treadmill,Basic Yoga
2657,27,Male,Beginner,Flexibility,Treadmill,Basic Yoga
2658,52,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
2659,23,Female,Advanced,Flexibility,None,Advanced Yoga
2660,38,Female,Advanced,Weight Loss,Resistance Bands,HIIT
2661,31,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2662,64,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2663,43,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
2664,52,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2665,49,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2666,20,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2667,25,Male,Advanced,Endurance,Dumbbells,Running
2668,53,Male,Advanced,Weight Loss,Treadmill,HIIT
2669,24,Male,Advanced,Weight Loss,None,HIIT
2670,63,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2671,64,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2672,36,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
2673,33,Female,Beginner,Weight Loss,None,Light Cardio
2674,47,Male,Beginner,Endurance,Dumbbells,Walking
2675,40,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2676,36,Male,Intermediate,Endurance,Treadmill,Jogging
2677,18,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
2678,54,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2679,52,Female,Intermediate,Endurance,None,Jogging
2680,29,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
2681,39,Female,Advanced,Endurance,Dumbbells,Running
2682,49,Other,Advanced,Weight Loss,Treadmill,HIIT
2683,32,Male,Advanced,Weight Loss,Dumbbells,HIIT
2684,47,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2685,20,Other,Beginner,Endurance,None,Walking
2686,53,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2687,61,Other,Advanced,Weight Loss,Dumbbells,HIIT
2688,61,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
2689,23,Female,Advanced,Weight Loss,Dumbbells,HIIT
2690,58,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2691,63,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2692,21,Other,Advanced,Endurance,None,Running
2693,38,Female,Beginner,Muscle Gain,None,Bodyweight Training
2694,43,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2695,52,Female,Beginner,Endurance,Resistance Bands,Walking
2696,19,Female,Intermediate,Weight Loss,None,Moderate Cardio
2697,62,Female,Intermediate,Endurance,Resistance Bands,Jogging
2698,42,Other,Intermediate,Endurance,None,Jogging
2699,51,Other,Intermediate,Flexibility,None,Intermediate Yoga
2700,24,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
2701,51,Male,Advanced,Endurance,None,Running
2702,18,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
2703,18,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2704,37,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2705,55,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
2706,41,Male,Intermediate,Weight Loss,None,Moderate Cardio
2707,27,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2708,30,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2709,35,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2710,38,Male,Beginner,Endurance,Treadmill,Walking
2711,56,Female,Beginner,Weight Loss,Treadmill,Light Cardio
2712,47,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2713,54,Female,Beginner,Endurance,Dumbbells,Walking
2714,58,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2715,21,Other,Intermediate,Endurance,Treadmill,Jogging
2716,47,Female,Advanced,Endurance,None,Running
2717,23,Male,Advanced,Endurance,None,Running
2718,23,Male,Intermediate,Endurance,None,Jogging
2719,39,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2720,43,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
2721,47,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
2722,48,Female,Beginner,Flexibility,None,Basic Yoga
2723,32,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
2724,44,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2725,34,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
2726,60,Female,Beginner,Weight Loss,None,Light Cardio
2727,34,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
2728,46,Other,Advanced,Weight Loss,Dumbbells,HIIT
2729,20,Female,Advanced,Endurance,Resistance Bands,Running
2730,50,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2731,35,Other,Intermediate,Muscle Gain,None,Strength Training
2732,35,Other,Advanced,Endurance,Dumbbells,Running
2733,60,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2734,33,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2735,36,Male,Beginner,Muscle Gain,None,Bodyweight Training
2736,18,Female,Beginner,Endurance,Resistance Bands,Walking
2737,37,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2738,39,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2739,22,Female,Beginner,Endurance,Dumbbells,Walking
2740,60,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
2741,21,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2742,47,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2743,51,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2744,57,Female,Intermediate,Weight Loss,None,Moderate Cardio
2745,41,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2746,64,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2747,63,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2748,32,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
2749,59,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2750,43,Female,Beginner,Flexibility,None,Basic Yoga
2751,57,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2752,63,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2753,41,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2754,29,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2755,41,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2756,39,Male,Advanced,Weight Loss,Treadmill,HIIT
2757,41,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2758,45,Other,Beginner,Weight Loss,None,Light Cardio
2759,31,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
2760,24,Male,Advanced,Muscle Gain,None,Advanced Strength Training
2761,51,Male,Intermediate,Weight Loss,None,Moderate Cardio
2762,32,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
2763,19,Other,Beginner,Weight Loss,None,Light Cardio
2764,55,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
2765,44,Other,Advanced,Muscle Gain,None,Advanced Strength Training
2766,60,Other,Beginner,Endurance,Resistance Bands,Walking
2767,46,Other,Beginner,Endurance,Resistance Bands,Walking
2768,34,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
2769,27,Male,Advanced,Endurance,Treadmill,Running
2770,49,Female,Advanced,Endurance,None,Running
2771,28,Female,Beginner,Endurance,None,Walking
2772,62,Female,Beginner,Muscle Gain,None,Bodyweight Training
2773,33,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2774,32,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
2775,19,Male,Beginner,Flexibility,Treadmill,Basic Yoga
2776,57,Male,Advanced,Muscle Gain,None,Advanced Strength Training
2777,54,Male,Advanced,Weight Loss,Resistance Bands,HIIT
2778,34,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
2779,18,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2780,22,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2781,28,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
2782,23,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
2783,26,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2784,52,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2785,18,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2786,42,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2787,28,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
2788,51,Male,Advanced,Weight Loss,Dumbbells,HIIT
2789,37,Male,Advanced,Endurance,Treadmill,Running
2790,20,Other,Intermediate,Endurance,Resistance Bands,Jogging
2791,60,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
2792,25,Female,Intermediate,Flexibility,None,Intermediate Yoga
2793,31,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
2794,42,Other,Advanced,Weight Loss,Resistance Bands,HIIT
2795,19,Male,Intermediate,Flexibility,None,Intermediate Yoga
2796,41,Male,Advanced,Endurance,Treadmill,Running
2797,48,Other,Advanced,Weight Loss,None,HIIT
2798,55,Female,Advanced,Endurance,None,Running
2799,64,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2800,51,Female,Beginner,Muscle Gain,None,Bodyweight Training
2801,30,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2802,59,Other,Beginner,Endurance,Treadmill,Walking
2803,23,Female,Advanced,Flexibility,None,Advanced Yoga
2804,48,Other,Intermediate,Endurance,Resistance Bands,Jogging
2805,60,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
2806,31,Female,Beginner,Muscle Gain,None,Bodyweight Training
2807,37,Male,Beginner,Endurance,Resistance Bands,Walking
2808,46,Male,Intermediate,Endurance,Treadmill,Jogging
2809,62,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
2810,41,Other,Intermediate,Weight Loss,None,Moderate Cardio
2811,59,Other,Beginner,Muscle Gain,None,Bodyweight Training
2812,25,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
2813,51,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2814,46,Other,Beginner,Endurance,Dumbbells,Walking
2815,43,Female,Advanced,Endurance,Resistance Bands,Running
2816,48,Female,Intermediate,Endurance,Treadmill,Jogging
2817,33,Other,Intermediate,Muscle Gain,None,Strength Training
2818,50,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
2819,25,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
2820,26,Female,Advanced,Flexibility,None,Advanced Yoga
2821,34,Male,Beginner,Flexibility,None,Basic Yoga
2822,56,Male,Beginner,Endurance,Resistance Bands,Walking
2823,18,Male,Beginner,Muscle Gain,None,Bodyweight Training
2824,28,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
2825,21,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2826,27,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
2827,39,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
2828,37,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
2829,25,Female,Intermediate,Flexibility,None,Intermediate Yoga
2830,55,Male,Advanced,Endurance,None,Running
2831,22,Male,Intermediate,Weight Loss,None,Moderate Cardio
2832,55,Male,Intermediate,Endurance,Treadmill,Jogging
2833,42,Other,Beginner,Flexibility,None,Basic Yoga
2834,29,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
2835,35,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2836,26,Female,Intermediate,Endurance,Treadmill,Jogging
2837,54,Male,Advanced,Endurance,Dumbbells,Running
2838,61,Female,Beginner,Muscle Gain,None,Bodyweight Training
2839,36,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2840,23,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
2841,62,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2842,34,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
2843,38,Female,Intermediate,Endurance,Resistance Bands,Jogging
2844,24,Other,Beginner,Muscle Gain,None,Bodyweight Training
2845,37,Female,Advanced,Muscle Gain,None,Advanced Strength Training
2846,31,Male,Intermediate,Endurance,Dumbbells,Jogging
2847,62,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
2848,44,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
2849,43,Male,Beginner,Endurance,None,Walking
2850,43,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
2851,48,Other,Intermediate,Weight Loss,None,Moderate Cardio
2852,52,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
2853,33,Male,Advanced,Muscle Gain,None,Advanced Strength Training
2854,41,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
2855,20,Male,Beginner,Weight Loss,Treadmill,Light Cardio
2856,24,Other,Advanced,Flexibility,Treadmill,Advanced Yoga
2857,24,Male,Beginner,Muscle Gain,None,Bodyweight Training
2858,50,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
2859,36,Female,Advanced,Weight Loss,Resistance Bands,HIIT
2860,19,Female,Advanced,Endurance,Treadmill,Running
2861,32,Female,Intermediate,Muscle Gain,None,Strength Training
2862,54,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
2863,33,Female,Intermediate,Flexibility,None,Intermediate Yoga
2864,34,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2865,18,Other,Advanced,Weight Loss,Dumbbells,HIIT
2866,33,Other,Advanced,Endurance,None,Running
2867,62,Other,Advanced,Endurance,Dumbbells,Running
2868,36,Other,Advanced,Flexibility,None,Advanced Yoga
2869,21,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2870,18,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
2871,23,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
2872,44,Male,Advanced,Flexibility,None,Advanced Yoga
2873,26,Other,Beginner,Endurance,None,Walking
2874,62,Female,Beginner,Endurance,Treadmill,Walking
2875,31,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
2876,43,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
